p-value	q-value	pathway	source	external_id	members_input_overlap	members_input_overlap_geneids	size	effective_size
2.61403061512e-05	8.67441002163e-05	Pyrimidine metabolism	Wikipathways	WP4022	POLD1; TYMS; POLD2; PRIM1; RRM2; RRM1; TK1; DTYMK	6240; 6241; 7298; 5557; 5424; 7083; 1841; 5425	84	84
2.62805218876e-05	8.67441002163e-05	Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex	Reactome	R-HSA-75035	CDC25C; CDK1; CCNB1; CHEK1	995; 891; 1111; 983	13	13
2.62805218876e-05	8.67441002163e-05	Homologous recombination	Wikipathways	WP186	POLD1; POLD2; BRCA2; RAD51	5425; 675; 5424; 5888	13	13
2.93539228026e-05	9.6215635853e-05	APC-Cdc20 mediated degradation of Nek2A	Reactome	R-HSA-179409	UBE2C; MAD2L1; NEK2; CDC20; BUB1B	4085; 4751; 701; 991; 11065	26	26
3.56093479061e-05	0.000113723361672	Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)	Reactome	R-HSA-5693554	BRCA1; RAD51AP1; BRCA2; RMI2; RAD51	5888; 672; 10635; 675; 116028	27	27
3.63818381622e-05	0.000113723361672	TP53 Regulates Transcription of DNA Repair Genes	Wikipathways	WP3808	BRCA1; FANCD2; FANCI; CHEK1	1111; 672; 55215; 2177	14	14
3.63818381622e-05	0.000113723361672	Golgi Cisternae Pericentriolar Stack Reorganization	Reactome	R-HSA-162658	PLK1; CCNB2; CCNB1; CDK1	5347; 891; 9133; 983	14	14
3.63818381622e-05	0.000113723361672	Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta)	Reactome	R-HSA-5358606	PCNA; POLD1; POLD2; LIG1	5424; 3978; 5425; 5111	15	14
3.63818381622e-05	0.000113723361672	Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha)	Reactome	R-HSA-5358565	PCNA; POLD1; POLD2; LIG1	5424; 3978; 5425; 5111	15	14
3.63818381622e-05	0.000113723361672	Removal of the Flap Intermediate	Reactome	R-HSA-69166	PCNA; POLD1; POLD2; PRIM1	5557; 5424; 5425; 5111	14	14
3.63818381622e-05	0.000113723361672	CDT1 association with the CDC6:ORC:origin complex	Reactome	R-HSA-68827	ORC6; CDT1; CDC6; MCM8	84515; 990; 23594; 81620	14	14
4.90577805665e-05	0.000152337318601	Mismatch Repair	Reactome	R-HSA-5358508	PCNA; POLD1; POLD2; LIG1	5424; 3978; 5425; 5111	16	15
5.1059970335e-05	0.000156862907045	Gap-filling DNA repair synthesis and ligation in TC-NER	Reactome	R-HSA-6782210	PCNA; RFC4; RFC3; RFC2; POLD1; POLD2; LIG1	5983; 5425; 5111; 5982; 5424; 3978; 5984	68	68
5.117984679e-05	0.000156862907045	BARD1 signaling events	PID	bard1pathway	FANCG; BRCA1; PCNA; FANCD2; RAD51	2189; 5888; 672; 5111; 2177	29	29
5.6062740608e-05	0.000170720087529	RNA Polymerase II Transcription	Reactome	R-HSA-73857	HIST1H4C; BRCA1; RFC4; BIRC5; RFC3; RFC2; DEK; RRM2; FANCD2; CBX5; MYBL2; RMI2; TPX2; SKP2; AURKA; AURKB; FANCI; CHEK1; PCNA; RAD51; CDC25C; H2AFV; RHNO1; HIST1H3G; CCNA2; HIST1H2BH; HIST2H2AC; CCNB1; ATAD2; E2F1; H2AFZ; E2F8; CDK1; EZH2; YEATS4	5983; 1869; 6502; 9212; 8338; 8089; 891; 995; 983; 8355; 83695; 22974; 6790; 7913; 3015; 94239; 5982; 5888; 23468; 2177; 4605; 1111; 5111; 672; 55215; 2146; 8364; 890; 6241; 8345; 332; 79733; 29028; 116028; 5984	1236	1228
6.46805035405e-05	0.000192007532523	Transcription of E2F targets under negative control by DREAM complex	Reactome	R-HSA-1362277	PCNA; E2F1; CDC6; TOP2A	990; 7153; 5111; 1869	16	16
6.46805035405e-05	0.000192007532523	Translesion synthesis by REV1	Reactome	R-HSA-110312	PCNA; RFC4; RFC3; RFC2	5984; 5982; 5111; 5983	16	16
6.46805035405e-05	0.000192007532523	pyrimidine deoxyribonucleotides biosynthesis from CTP	HumanCyc	PWY-7210	TYMS; DTYMK; RRM2; RRM1	7298; 6241; 1841; 6240	16	16
6.46805035405e-05	0.000192007532523	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis	HumanCyc	PWY-7184	TYMS; DTYMK; RRM2; RRM1	7298; 6241; 1841; 6240	16	16
8.36388016374e-05	0.000245201952626	Translesion synthesis by POLK	Reactome	R-HSA-5655862	PCNA; RFC4; RFC3; RFC2	5984; 5982; 5983; 5111	17	17
8.36388016374e-05	0.000245201952626	Translesion synthesis by POLI	Reactome	R-HSA-5656121	PCNA; RFC4; RFC3; RFC2	5984; 5982; 5983; 5111	17	17
9.76482733011e-05	0.000284506080235	Resolution of D-loop Structures through Holliday Junction Intermediates	Reactome	R-HSA-5693568	BRCA1; RAD51AP1; BRCA2; RMI2; RAD51	5888; 10635; 675; 672; 116028	34	33
9.85563605396e-05	0.000285390197391	Pyrimidine metabolism - Homo sapiens (human)	KEGG	path:hsa00240	POLD1; TYMS; POLD2; DTYMK; RRM2; RRM1; TK1; PRIM1	6241; 6240; 7298; 1841; 5424; 5425; 7083; 5557	101	101
0.000113168236005	0.000325703703625	Reproduction	Reactome	R-HSA-1474165	HIST1H4C; BRCA1; H2AFV; SMC1B; H2AFZ; HIST1H3G; HIST1H2BH; HIST2H2AC	8355; 8364; 8345; 8338; 672; 27127; 3015; 94239	104	103
0.000130505320284	0.000373324310147	Resolution of D-Loop Structures	Reactome	R-HSA-5693537	BRCA1; RAD51AP1; BRCA2; RMI2; RAD51	5888; 10635; 675; 672; 116028	36	35
0.000133192129565	0.000374206459254	ATM Signaling Pathway	Wikipathways	WP2516	CDC25C; CDK1; CCNB1; RAD51	995; 891; 983; 5888	19	19
0.000133192129565	0.000374206459254	Nucleotide Metabolism	Wikipathways	WP404	DHFR; POLD1; RRM2; RRM1	1719; 5424; 6240; 6241	19	19
0.000133192129565	0.000374206459254	Translesion Synthesis by POLH	Reactome	R-HSA-110320	PCNA; RFC4; RFC3; RFC2	5984; 5982; 5111; 5983	19	19
0.000153330055214	0.000425716388594	brca1 dependent ub ligase activity	BioCarta	bard1pathway	BRCA1; FANCG; FANCD2	672; 2177; 2189	8	8
0.000153330055214	0.000425716388594	CDC6 association with the ORC:origin complex	Reactome	R-HSA-68689	ORC6; CDC6; MCM8	84515; 990; 23594	8	8
0.000156651930877	0.000432395972946	Transcription-Coupled Nucleotide Excision Repair (TC-NER)	Reactome	R-HSA-6781827	PCNA; RFC4; RFC3; RFC2; POLD1; POLD2; LIG1	5983; 5425; 5111; 5982; 5424; 3978; 5984	81	81
0.000164635580051	0.000451790661535	Phosphorylation of the APC/C	Reactome	R-HSA-176412	PLK1; CDK1; CCNB1; UBE2C	5347; 891; 11065; 983	20	20
0.000190713704759	0.000520328720498	Senescence-Associated Secretory Phenotype (SASP)	Reactome	R-HSA-2559582	HIST1H4C; H2AFV; CCNA2; UBE2C; H2AFZ; HIST1H3G; HIST1H2BH; HIST2H2AC	8355; 8364; 890; 8345; 8338; 11065; 3015; 94239	112	111
0.000196835441874	0.000533944417039	Global Genome Nucleotide Excision Repair (GG-NER)	Reactome	R-HSA-5696399	PCNA; RFC4; RFC3; RFC2; POLD1; POLD2; LIG1	5983; 5425; 5111; 5982; 5424; 3978; 5984	84	84
0.000201108904754	0.000536290412677	cell cycle: g2/m checkpoint	BioCarta	g2pathway	BRCA1; CDK1; CCNB1; CHEK1	672; 891; 983; 1111	21	21
0.000201108904754	0.000536290412677	Inactivation of APC/C via direct inhibition of the APC/C complex	Reactome	R-HSA-141430	BUB1B; UBE2C; MAD2L1; CDC20	4085; 11065; 991; 701	21	21
0.000201108904754	0.000536290412677	Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components	Reactome	R-HSA-141405	BUB1B; UBE2C; MAD2L1; CDC20	4085; 11065; 991; 701	21	21
0.000227572946516	0.000603451858178	DNA Mismatch Repair	Wikipathways	WP531	PCNA; POLD1; LIG1	5111; 5424; 3978	9	9
0.000243064100054	0.000640928800144	superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis	HumanCyc	PWY-7211	TYMS; DTYMK; RRM2; RRM1	1841; 7298; 6241; 6240	22	22
0.000249651675796	0.000654642172088	Fanconi Anemia Pathway	Reactome	R-HSA-6783310	FANCG; FANCD2; UBE2T; FANCI; FANCB	2189; 29089; 2187; 55215; 2177	41	40
0.000298889445931	0.000775141859778	RNA Polymerase I Promoter Opening	Reactome	R-HSA-73728	HIST1H4C; H2AFV; H2AFZ; HIST1H3G; HIST1H2BH; HIST2H2AC	8345; 94239; 8355; 8364; 3015; 8338	65	64
0.000298889445931	0.000775141859778	Meiotic recombination	Reactome	R-HSA-912446	HIST1H4C; H2AFV; H2AFZ; HIST1H3G; HIST1H2BH; HIST2H2AC	8345; 94239; 8355; 8364; 3015; 8338	65	64
0.000321682721889	0.000820725647198	MASTL Facilitates Mitotic Progression	Reactome	R-HSA-2465910	CDK1; CCNB1; MASTL	891; 983; 84930	10	10
0.000321682721889	0.000820725647198	Removal of the Flap Intermediate from the C-strand	Reactome	R-HSA-174437	PCNA; POLD1; POLD2	5424; 5425; 5111	10	10
0.000321682721889	0.000820725647198	Fluoropyrimidine Pathway, Pharmacodynamics	PharmGKB	PA165291507	DHFR; TYMS; GGH	7298; 8836; 1719	10	10
0.000345271993939	0.000871488669193	APC/C:Cdc20 mediated degradation of Cyclin B	Reactome	R-HSA-174048	CDK1; CCNB1; UBE2C; CDC20	983; 991; 891; 11065	24	24
0.000345271993939	0.000871488669193	Fluoropyrimidine Pathway, Pharmacokinetics	PharmGKB	PA150653776	TYMS; RRM2; RRM1; TK1	7298; 7083; 6240; 6241	24	24
0.000369585639196	0.00092789586011	B-WICH complex positively regulates rRNA expression	Reactome	R-HSA-5250924	HIST1H4C; H2AFV; H2AFZ; DEK; HIST1H3G; HIST1H2BH; HIST2H2AC	8355; 8364; 8338; 8345; 7913; 3015; 94239	94	93
0.000416214815873	0.00103943594229	Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3	Reactome	R-HSA-5625886	HIST1H4C; H2AFV; H2AFZ; HIST1H3G; HIST1H2BH; HIST2H2AC	8345; 8355; 8364; 3015; 8338; 94239	69	68
0.000420881242874	0.00104555761388	RHO GTPases activate PKNs	Reactome	R-HSA-5625740	HIST1H4C; H2AFV; CDC25C; H2AFZ; HIST1H3G; HIST1H2BH; HIST2H2AC	995; 8355; 8364; 8345; 8338; 3015; 94239	96	95
0.000428769787944	0.00105957769586	Oxidative Stress Induced Senescence	Reactome	R-HSA-2559580	HIST1H4C; H2AFV; E2F1; H2AFZ; EZH2; HIST1H3G; HIST1H2BH; HIST2H2AC	2146; 8355; 8364; 1869; 8345; 8338; 3015; 94239	126	125
0.000432971418512	0.00106438807051	Cellular responses to stress	Reactome	R-HSA-2262752	HIST1H4C; H2AFV; LMNB1; CCNA2; E2F1; UBE2C; NDC1; HIST1H1A; EZH2; H2AFZ; HIST1H2BH; HIST2H2AC; HIST1H1B; HIST1H3G	1869; 8338; 55706; 8355; 3015; 94239; 4001; 2146; 3009; 8364; 890; 8345; 11065; 3024	345	344
0.000437661802684	0.0010703438905	Depolymerisation of the Nuclear Lamina	Reactome	R-HSA-4419969	CDK1; CCNB1; LMNB1	4001; 891; 983	11	11
0.000450507150819	0.0010793876913	Loss of Nlp from mitotic centrosomes	Reactome	R-HSA-380259	NEK2; PLK1; PLK4; HAUS1; CDK1; CKAP5	5347; 10733; 4751; 983; 115106; 9793	69	69
0.000450507150819	0.0010793876913	Loss of proteins required for interphase microtubule organization from the centrosome	Reactome	R-HSA-380284	NEK2; PLK1; PLK4; HAUS1; CDK1; CKAP5	5347; 10733; 4751; 983; 115106; 9793	69	69
0.000450507150819	0.0010793876913	Dual incision in TC-NER	Reactome	R-HSA-6782135	PCNA; RFC4; RFC3; RFC2; POLD1; POLD2	5983; 5425; 5111; 5982; 5424; 5984	69	69
0.000450507150819	0.0010793876913	SIRT1 negatively regulates rRNA expression	Reactome	R-HSA-427359	HIST1H4C; H2AFV; H2AFZ; HIST1H3G; HIST1H2BH; HIST2H2AC	8345; 8355; 8364; 3015; 8338; 94239	70	69
0.000566744394334	0.00135102704104	p53 signaling pathway - Homo sapiens (human)	KEGG	path:hsa04115	CCNB2; CCNB1; GTSE1; CDK1; RRM2; CHEK1	983; 6241; 9133; 51512; 1111; 891	72	72
0.000605759447667	0.00143677617738	Phosphorylation of proteins involved in the G2/M transition by Cyclin A:Cdc2 complexes	Reactome	R-HSA-170145	CDK1; CCNA2	983; 890	3	3
0.000636225697131	0.00150149264523	DNA Damage/Telomere Stress Induced Senescence	Reactome	R-HSA-2559586	LMNB1; CCNA2; HIST1H1A; HIST1H1B	4001; 3009; 890; 3024	28	28
0.000742756397539	0.00168548567134	rb tumor suppressor/checkpoint signaling in response to dna damage	BioCarta	rbpathway	CDK1; E2F1; CHEK1	1111; 1869; 983	13	13
0.000742756397539	0.00168548567134	regulation of p27 phosphorylation during cell cycle progression	BioCarta	p27pathway	SKP2; CKS1B; E2F1	1869; 1163; 6502	13	13
0.000742756397539	0.00168548567134	Activation of DNA fragmentation factor	Reactome	R-HSA-211227	HMGB2; HIST1H1A; HIST1H1B	3009; 3148; 3024	13	13
0.000742756397539	0.00168548567134	Apoptosis induced DNA fragmentation	Reactome	R-HSA-140342	HMGB2; HIST1H1A; HIST1H1B	3009; 3148; 3024	13	13
0.000742756397539	0.00168548567134	Initiation of Nuclear Envelope Reformation	Reactome	R-HSA-2995383	TMPO; LMNB1; VRK1	4001; 7112; 7443	13	13
0.000742756397539	0.00168548567134	Nuclear Envelope Reassembly	Reactome	R-HSA-2995410	TMPO; LMNB1; VRK1	4001; 7112; 7443	13	13
0.000742756397539	0.00168548567134	Gemcitabine Action Pathway	SMPDB	SMP00446	TYMS; RRM2; RRM1	7298; 6240; 6241	13	13
0.000742756397539	0.00168548567134	Gemcitabine Metabolism Pathway	SMPDB	SMP00603	TYMS; RRM2; RRM1	7298; 6240; 6241	13	13
0.000784945969736	0.00177270094601	Pyrimidine nucleotides nucleosides metabolism	INOH	None	TYMS; DTYMK; RRM2; RRM1; TK1	6241; 7298; 1841; 7083; 6240	51	51
0.000813744970852	0.00182898869639	Transcriptional regulation by small RNAs	Reactome	R-HSA-5578749	HIST1H4C; H2AFV; NDC1; H2AFZ; HIST1H3G; HIST1H2BH; HIST2H2AC	8355; 8364; 8345; 8338; 55706; 3015; 94239	107	106
0.000858500145045	0.00191552236426	Apoptotic execution phase	Reactome	R-HSA-75153	HMGB2; LMNB1; HIST1H1A; HIST1H1B; CLSPN	4001; 3009; 63967; 3148; 3024	52	52
0.000860361739881	0.00191552236426	NoRC negatively regulates rRNA expression	Reactome	R-HSA-427413	HIST1H4C; H2AFV; DNMT1; H2AFZ; HIST1H3G; HIST1H2BH; HIST2H2AC	8355; 8364; 8345; 1786; 8338; 3015; 94239	108	107
0.00086812129067	0.00192372417463	ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression	Reactome	R-HSA-427389	HIST1H4C; H2AFV; H2AFZ; HIST1H3G; HIST1H2BH; HIST2H2AC	3015; 8345; 8355; 8364; 8338; 94239	79	78
0.000909061797656	0.00200503349763	Positive epigenetic regulation of rRNA expression	Reactome	R-HSA-5250913	HIST1H4C; H2AFV; H2AFZ; DEK; HIST1H3G; HIST1H2BH; HIST2H2AC	8355; 8364; 8338; 8345; 7913; 94239; 3015	109	108
0.000928479277272	0.00201961975333	Recruitment of NuMA to mitotic centrosomes	Reactome	R-HSA-380320	NEK2; PLK1; PLK4; HAUS1; CDK1; CKAP5	5347; 10733; 4751; 983; 115106; 9793	79	79
0.000935404004641	0.00201961975333	TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest	Reactome	R-HSA-6804116	CCNA2; E2F1; E2F8	890; 1869; 79733	14	14
0.000935404004641	0.00201961975333	akap95 role in mitosis and chromosome dynamics	BioCarta	akap95pathway	CDK1; CCNB1; NCAPD2	891; 9918; 983	14	14
0.000935404004641	0.00201961975333	Mitotic Telophase/Cytokinesis	Reactome	R-HSA-68884	PLK1; KIF23; KIF20A	5347; 9493; 10112	14	14
0.000937069334702	0.00201961975333	Packaging Of Telomere Ends	Reactome	R-HSA-171306	HIST1H4C; H2AFV; HIST1H2BH; HIST2H2AC; H2AFZ	8345; 8364; 3015; 8338; 94239	54	53
0.000990313636235	0.00210915404954	Ciliary landscape	Wikipathways	WP4352	MCM10; SMC4; MCM7; MCM6; MCM5; MCM4; MCM3; MCM2; MCM8; IQGAP3	128239; 4174; 4175; 4176; 10051; 4173; 84515; 55388; 4171; 4172	213	213
0.00099201737076	0.00210915404954	Recruitment of mitotic centrosome proteins and complexes	Reactome	R-HSA-380270	NEK2; PLK1; PLK4; HAUS1; CDK1; CKAP5	5347; 10733; 4751; 983; 115106; 9793	80	80
0.00099201737076	0.00210915404954	Centrosome maturation	Reactome	R-HSA-380287	NEK2; PLK1; PLK4; HAUS1; CDK1; CKAP5	5347; 10733; 4751; 983; 115106; 9793	80	80
0.00101297308806	0.00214405066173	Negative epigenetic regulation of rRNA expression	Reactome	R-HSA-5250941	HIST1H4C; H2AFV; DNMT1; H2AFZ; HIST1H3G; HIST1H2BH; HIST2H2AC	8355; 8364; 8345; 1786; 8338; 3015; 94239	111	110
0.00115699056066	0.00242710908725	estrogen responsive protein efp controls cell cycle and breast tumors growth	BioCarta	efppathway	CCNB2; CCNB1; CDK1	891; 9133; 983	15	15
0.00115699056066	0.00242710908725	Methotrexate Pathway (Cancer Cell), Pharmacodynamics	PharmGKB	PA2039	DHFR; TYMS; GGH	7298; 8836; 1719	15	15
0.00118612392898	0.00247721457734	Nucleotide Excision Repair	Reactome	R-HSA-5696398	PCNA; RFC4; RFC3; RFC2; POLD1; POLD2; LIG1	5982; 5425; 5424; 3978; 5983; 5111; 5984	113	113
0.00120258629649	0.00250053185878	Base excision repair - Homo sapiens (human)	KEGG	path:hsa03410	PCNA; POLD1; POLD2; LIG1	3978; 5424; 5425; 5111	33	33
0.00134784244937	0.00277808574718	Interconversion of nucleotide di- and triphosphates	Reactome	R-HSA-499943	TYMS; DTYMK; RRM2; RRM1	1841; 7298; 6241; 6240	34	34
0.00134784244937	0.00277808574718	Nuclear Pore Complex (NPC) Disassembly	Reactome	R-HSA-3301854	CDK1; CCNB1; NDC1; CCNB2	55706; 983; 9133; 891	34	34
0.00144635268873	0.00296816725688	RUNX1 regulates transcription of genes involved in differentiation of HSCs	Reactome	R-HSA-8939236	HIST1H4C; H2AFV; H2AFZ; HIST1H3G; HIST1H2BH; HIST2H2AC	8355; 8364; 8338; 8345; 3015; 94239	88	86
0.00169308139316	0.00344454490333	superpathway of pyrimidine deoxyribonucleoside salvage	HumanCyc	PWY-7200	TYMS; DTYMK; TK1	1841; 7083; 7298	17	17
0.00169308139316	0.00344454490333	Formation of Senescence-Associated Heterochromatin Foci (SAHF)	Reactome	R-HSA-2559584	LMNB1; HIST1H1A; HIST1H1B	3009; 4001; 3024	17	17
0.00193363526361	0.00391706370996	RNA Polymerase I Chain Elongation	Reactome	R-HSA-73777	HIST1H4C; H2AFV; H2AFZ; HIST1H3G; HIST1H2BH; HIST2H2AC	8355; 8364; 8345; 8338; 3015; 94239	92	91
0.00198131020186	0.00396262040371	G2 Phase	Reactome	R-HSA-68911	CCNA2; E2F1	1869; 890	5	5
0.00198131020186	0.00396262040371	pyrimidine deoxyribonucleosides salvage	HumanCyc	PWY-7199	TYMS; TK1	7083; 7298	5	5
0.00198131020186	0.00396262040371	dTMP <i>de novo</i> biosynthesis (mitochondrial)	HumanCyc	PWY66-385	DHFR; TYMS	7298; 1719	5	5
0.00201043033079	0.00397038960725	SCF(Skp2)-mediated degradation of p27/p21	Reactome	R-HSA-187577	SKP2; CCNA2; CKS1B	890; 1163; 6502	18	18
0.00201043033079	0.00397038960725	regulation of cell cycle progression by plk3	BioCarta	plk3pathway	CDK1; CCNB1; CHEK1	891; 1111; 983	18	18
0.00201043033079	0.00397038960725	atm signaling pathway	BioCarta	atmpathway	BRCA1; RAD51; CHEK1	5888; 672; 1111	18	18
0.00204440838569	0.00402066982519	RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function	Reactome	R-HSA-8936459	HIST1H4C; H2AFV; H2AFZ; HIST1H3G; HIST1H2BH; HIST2H2AC	8355; 8364; 8345; 8338; 3015; 94239	94	92
0.00213018426673	0.00417197914481	Cellular senescence - Homo sapiens (human)	KEGG	path:hsa04218	CCNB2; CCNB1; CCNA2; E2F1; CDK1; FOXM1; MYBL2; CHEK1	2305; 1111; 891; 1869; 890; 9133; 983; 4605	160	160
0.00215991340269	0.00421272366144	Formation of the beta-catenin:TCF transactivating complex	Reactome	R-HSA-201722	HIST1H4C; H2AFV; H2AFZ; HIST1H3G; HIST1H2BH; HIST2H2AC	8355; 8364; 8345; 8338; 3015; 94239	94	93
0.00222073861577	0.00431353344298	SUMOylation	Reactome	R-HSA-2990846	HIST1H4C; BRCA1; NDC1; SAE1; PCNA; CBX5; TOP2A	8364; 10055; 7153; 23468; 672; 55706; 5111	126	126
0.00236241249352	0.00456991269238	RHO GTPases activate CIT	Reactome	R-HSA-5625900	KIF14; PRC1; CIT	9055; 9928; 11113	19	19
0.00248474736183	0.0047687825473	Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors	Reactome	R-HSA-8864260	MYBL2; DEK; YEATS4; ATAD2	4605; 8089; 7913; 29028	40	40
0.00248542480219	0.0047687825473	Cellular responses to external stimuli	Reactome	R-HSA-8953897	HIST1H4C; H2AFV; LMNB1; CCNA2; E2F1; UBE2C; NDC1; HIST1H1A; EZH2; H2AFZ; HIST1H2BH; HIST2H2AC; HIST1H1B; HIST1H3G	1869; 8338; 55706; 8355; 3015; 94239; 4001; 3009; 2146; 8364; 890; 8345; 11065; 3024	414	413
0.0025896404005	0.004948624571	Signal Transduction	Reactome	R-HSA-162582	HIST1H4C; MAD2L1; BUB1B; PLK1; ZWINT; BIRC5; KIF14; EZH2; CIT; BUB1; PRC1; NDC80; DEPDC1B; KIF2C; IQGAP3; ECT2; RACGAP1; NUF2; SKA1; SKA2; AURKB; DLGAP5; CDCA8; CHEK1; CENPN; CENPM; CENPK; DIAPH3; CDC25C; CENPF; CENPE; KIF18A; CENPA; HIST1H3G; ZWILCH; CENPU; HIST1H2BH; HIST2H2AC; H2AFV; NMU; E2F1; SGO2; CENPH; TACC3; H2AFZ; CDC20; CDK1; ARHGAP11A; ARHGAP11B; SPC24; GPSM2; SGO1; SPC25; CKAP5	9787; 701; 55143; 1063; 9824; 3015; 79682; 2146; 8345; 332; 1062; 11004; 79019; 9212; 81624; 11113; 9793; 995; 220134; 81930; 11130; 5347; 991; 1869; 55055; 348235; 10874; 29127; 983; 8355; 147841; 83540; 64946; 8364; 57405; 29899; 1894; 128239; 4085; 8338; 1058; 10460; 89839; 10403; 151246; 9055; 9928; 94239; 151648; 64105; 699; 1111; 55839; 55789	2647	2633
0.00267181832338	0.00508507358321	Anchoring of the basal body to the plasma membrane	Reactome	R-HSA-5620912	NEK2; PLK1; PLK4; HAUS1; CDK1; CKAP5	983; 9793; 5347; 10733; 4751; 115106	97	97
0.0030104241909	0.00570650690002	Gene Silencing by RNA	Reactome	R-HSA-211000	HIST1H4C; H2AFV; NDC1; H2AFZ; HIST1H3G; HIST1H2BH; HIST2H2AC	8355; 8364; 8345; 8338; 55706; 3015; 94239	134	133
0.00396233146181	0.00745020770389	Metabolism of nucleotides	Reactome	R-HSA-15869	NUDT1; TYMS; DTYMK; RRM2; RRM1; TK1	7083; 6241; 1841; 6240; 4521; 7298	105	105
0.00408285699909	0.00745020770389	cdc25 and chk1 regulatory pathway in response to dna damage	BioCarta	cdc25pathway	CDK1; CHEK1	983; 1111	7	7
0.00408285699909	0.00745020770389	Clearance of Nuclear Envelope Membranes from Chromatin	Reactome	R-HSA-2993913	TMPO; VRK1	7112; 7443	7	7
0.0041401342986	0.00745020770389	cyclins and cell cycle regulation	BioCarta	cellcyclepathway	CDK1; CCNB1; E2F1	983; 891; 1869	23	23
0.0041401342986	0.00745020770389	how progesterone initiates the oocyte maturation	BioCarta	mprpathway	CDC25C; CDK1; CCNB1	995; 983; 891	23	23
0.0041401342986	0.00745020770389	Pyrimidine Metabolism	SMPDB	SMP00046	TYMS; RRM2; TK1	6241; 7083; 7298	23	23
0.0041401342986	0.00745020770389	UMP Synthase Deiciency (Orotic Aciduria)	SMPDB	SMP00219	TYMS; RRM2; TK1	6241; 7083; 7298	23	23
0.0041401342986	0.00745020770389	MNGIE (Mitochondrial Neurogastrointestinal Encephalopathy)	SMPDB	SMP00202	TYMS; RRM2; TK1	6241; 7083; 7298	23	23
0.0041401342986	0.00745020770389	Beta Ureidopropionase Deficiency	SMPDB	SMP00172	TYMS; RRM2; TK1	6241; 7083; 7298	23	23
0.0041401342986	0.00745020770389	Dihydropyrimidinase Deficiency	SMPDB	SMP00178	TYMS; RRM2; TK1	6241; 7083; 7298	23	23
0.0041401342986	0.00745020770389	APC/C:Cdc20 mediated degradation of Securin	Reactome	R-HSA-174154	PTTG1; UBE2C; CDC20	9232; 991; 11065	23	23
0.00415128098755	0.00745020770389	ATM Signaling Network in Development and Disease	Wikipathways	WP3878	CDK1; BUB1; AURKB; CHEK1	983; 1111; 9212; 699	46	46
0.00415128098755	0.00745020770389	Regulation of Microtubule Cytoskeleton	Wikipathways	WP2038	CDK1; STMN1; KIF2C; AURKB	983; 3925; 9212; 11004	46	46
0.00415128098755	0.00745020770389	Meiotic synapsis	Reactome	R-HSA-1221632	BRCA1; HIST1H4C; SMC1B; HIST1H2BH	8345; 672; 27127; 8364	47	46
0.0042973171542	0.00768308218478	Human T-cell leukemia virus 1 infection - Homo sapiens (human)	KEGG	path:hsa05166	CCNB2; MAD2L1; CCNA2; E2F1; BUB1B; CDC20; PTTG1; RANBP1; CHEK1	9232; 1111; 701; 5902; 1869; 890; 9133; 991; 4085	219	219
0.0044875144653	0.00799285595329	Validated transcriptional targets of deltaNp63 isoforms	PID	deltanp63pathway	CCNB2; BRCA2; TOP2A; HELLS	675; 9133; 3070; 7153	48	47
0.00519728066415	0.00922224238149	RNA Polymerase I Promoter Clearance	Reactome	R-HSA-73854	HIST1H4C; H2AFV; H2AFZ; HIST1H3G; HIST1H2BH; HIST2H2AC	8355; 8364; 8345; 8338; 3015; 94239	112	111
0.00526531950513	0.00927324927769	stathmin and breast cancer resistance to antimicrotubule agents	BioCarta	stathminpathway	CDK1; CCNB1; STMN1	983; 891; 3925	25	25
0.00526531950513	0.00927324927769	cell cycle: g1/s check point	BioCarta	g1pathway	DHFR; CDK1; E2F1	983; 1869; 1719	25	25
0.00566557692901	0.0099410866561	RNA Polymerase I Transcription	Reactome	R-HSA-73864	HIST1H4C; H2AFV; H2AFZ; HIST1H3G; HIST1H2BH; HIST2H2AC	8355; 8364; 8345; 8338; 3015; 94239	114	113
0.00575978485152	0.0100689572219	Protein ubiquitination	Reactome	R-HSA-8852135	PCNA; UBE2C; UBE2S; HIST1H2BH; UBE2T	27338; 29089; 8345; 5111; 11065	80	80
0.00589013912195	0.0102588400943	Folate biosynthesis - Homo sapiens (human)	KEGG	path:hsa00790	DHFR; AKR1B1; GGH	8836; 1719; 231	26	26
0.00606905710452	0.0105315990931	Amyloid fiber formation	Reactome	R-HSA-977225	HIST1H4C; HIST1H2BH; HIST2H2AC; H2AFZ; HIST1H3G	8338; 8345; 8355; 8364; 3015	82	81
